Date,Timestamp,Rocket Pool,Rocket-TVL,Rocket Pool,Rocket Pool,Rocket Pool,Rocket Pool,Rocket Pool,Rocket Pool,Rocket Pool,Rocket Pool
,,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking
,,ethereum,Total,ethereum,ethereum,Total,Total,ethereum,ethereum,Total,Total
,,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens
,,,,WETH,RPL,WETH,RPL,WETH,RPL,WETH,RPL
17/07/2023,1689552000,1928333640,1928333640,1599297812,329035827.7,1599297812,329035827.7,832018.5892,9211529.332,832018.5892,9211529.332
18/07/2023,1689638400,1914216636,1914216636,1593189146,321027490.7,1593189146,321027490.7,832617.7811,9214336.703,832617.7811,9214336.703
19/07/2023,1689724800,1905860799,1905860799,1592538905,313321893.6,1592538905,313321893.6,833589.2429,9215349.81,833589.2429,9215349.81
20/07/2023,1689811200,1880733373,1880733373,1577854785,302878588,1577854785,302878588,834190.573,9217242.483,834190.573,9217242.483
21/07/2023,1689897600,1855549631,1855549631,1573937994,281611637.2,1573937994,281611637.2,832850.7443,9233168.433,832850.7443,9233168.433
22/07/2023,1689984000,1901234015,1901234015,1615035144,286198871.7,1615035144,286198871.7,852081.4306,9235200.764,852081.4306,9235200.764
23/07/2023,1690070400,1871859713,1871859713,1588835839,283023874.2,1588835839,283023874.2,853212.8147,9234057.886,853212.8147,9234057.886
24/07/2023,1690156800,1910907382,1910907382,1612182366,298725015.7,1612182366,298725015.7,854032.2855,9245590.087,854032.2855,9245590.087
25/07/2023,1690243200,1846386519,1846386519,1571840205,274546314.4,1571840205,274546314.4,850282.2146,9247097.151,850282.2146,9247097.151
26/07/2023,1690329600,1852287271,1852287271,1579541156,272746114.5,1579541156,272746114.5,850683.7909,9255042.909,850683.7909,9255042.909
27/07/2023,1690416000,1865012260,1865012260,1591465264,273546995.9,1591465264,273546995.9,851437.9606,9263359.158,851437.9606,9263359.158
28/07/2023,1690502400,1866654325,1866654325,1592141632,274512693.9,1592141632,274512693.9,854923.7679,9255316.718,854923.7679,9255316.718
29/07/2023,1690588800,1880633136,1880633136,1607487657,273145479.1,1607487657,273145479.1,857619.4843,9262308.548,857619.4843,9262308.548
30/07/2023,1690675200,1886666230,1886666230,1613309214,273357016.7,1613309214,273357016.7,858015.4093,9272626.074,858015.4093,9272626.074
31/07/2023,1690761600,1879520769,1879520769,1604775178,274745591.8,1604775178,274745591.8,856876.3563,9278810.935,856876.3563,9278810.935
1/8/2023,1690848000,1858604227,1858604227,1588080022,270524204.3,1588080022,270524204.3,853352.26,9299560.133,853352.26,9299560.133
2/8/2023,1690934400,1879870334,1879870334,1602220828,277649506.6,1602220828,277649506.6,856999.6458,9301491.01,856999.6458,9301491.01
3/8/2023,1691020800,1853286180,1853286180,1581101252,272184928.1,1581101252,272184928.1,859275.4788,9330988.279,859275.4788,9330988.279
4/8/2023,1691107200,1845617134,1845617134,1581951360,263665773.4,1581951360,263665773.4,861591.739,9346535.745,861591.739,9346535.745
5/8/2023,1691193600,1845834913,1845834913,1584444966,261389946.3,1584444966,261389946.3,866290.3042,9352055.325,866290.3042,9352055.325
6/8/2023,1691280000,1858733661,1858733661,1596163174,262570487.3,1596163174,262570487.3,869838.9511,9354132.073,869838.9511,9354132.073
7/8/2023,1691366400,1853383104,1853383104,1591920011,261463092.1,1591920011,261463092.1,871091.6615,9354672.348,871091.6615,9354672.348
8/8/2023,1691452800,1853538767,1853538767,1602583807,250954960.1,1602583807,250954960.1,875504,9353520.689,875504,9353520.689
9/8/2023,1691539200,1858252285,1858252285,1629392362,228859922.7,1629392362,228859922.7,877976.3248,9318400.76,877976.3248,9318400.76
10/8/2023,1691625600,1887587302,1887587302,1627541477,260045824.4,1627541477,260045824.4,878835.311,9334020.978,878835.311,9334020.978
11/8/2023,1691712000,1891591645,1891591645,1625658891,265932753.8,1625658891,265932753.8,878891.311,9334248.993,878891.311,9334248.993
12/8/2023,1691798400,1880810534,1880810534,1626557680,254252854,1626557680,254252854,879225.1203,9326957.226,879225.1203,9326957.226
13/08/2023,1691884800,1885142187,1885142187,1628842277,256299910.4,1628842277,256299910.4,880560,9323387.065,880560,9323387.065
14/08/2023,1691971200,1873106244,1873106244,1624051489,249054755.4,1624051489,249054755.4,882795.0059,9320911.504,882795.0059,9320911.504
15/08/2023,1692057600,1881896057,1881896057,1629425671,252470386.7,1629425671,252470386.7,883124.039,9326575.054,883124.039,9326575.054
16/08/2023,1692144000,1859634775,1859634775,1613762827,245871947.8,1613762827,245871947.8,883343.639,9327463.877,883343.639,9327463.877
17/08/2023,1692230400,1835097682,1835097682,1583148245,251949436.7,1583148245,251949436.7,884143.9995,9338377.935,884143.9995,9338377.935
18/08/2023,1692316800,1740216976,1740216976,1497125838,243091137.7,1497125838,243091137.7,885071.9986,9342472.626,885071.9986,9342472.626
19/08/2023,1692403200,1709385705,1709385705,1478266916,231118788.9,1478266916,231118788.9,886384,9353249.249,886384,9353249.249
20/08/2023,1692489600,1722551409,1722551409,1486918757,235632652.2,1486918757,235632652.2,887824,9365367.733,887824,9365367.733
21/08/2023,1692576000,1729452546,1729452546,1496192087,233260458.5,1496192087,233260458.5,889040,9371653.615,889040,9371653.615
22/08/2023,1692662400,1717309127,1717309127,1484422067,232887059.8,1484422067,232887059.8,890031.998,9375485.498,890031.998,9375485.498
23/08/2023,1692748800,1675924084,1675924084,1453385619,222538465.4,1453385619,222538465.4,890544,9377937.859,890544,9377937.859
24/08/2023,1692835200,1741810478,1741810478,1511207406,230603071.7,1511207406,230603071.7,897040,9389375.884,897040,9389375.884
25/08/2023,1692921600,1718886895,1718886895,1493531368,225355527.1,1493531368,225355527.1,900335.9946,9393727.684,900335.9946,9393727.684
26/08/2023,1693008000,1708907747,1708907747,1487739474,221168272.7,1487739474,221168272.7,901135.99,9403412.955,901135.99,9403412.955
27/08/2023,1693094400,1700779494,1700779494,1486478341,214301153,1486478341,214301153,902992,9407425.506,902992,9407425.506
28/08/2023,1693180800,1718028010,1718028010,1501745511,216282499.7,1501745511,216282499.7,905647.9981,9419969.499,905647.9981,9419969.499
29/08/2023,1693267200,1720851666,1720851666,1499200676,221650989.2,1499200676,221650989.2,906064,9653788.729,906064,9653788.729
30/08/2023,1693353600,1800339180,1800339180,1568569023,231770157.2,1568569023,231770157.2,906351.9984,9661115.347,906351.9984,9661115.347
31/08/2023,1693440000,1784058901,1784058901,1553068272,230990629.9,1553068272,230990629.9,909232,9685141.715,909232,9685141.715
1/9/2023,1693526400,1725706138,1725706138,1508176112,217530025.8,1508176112,217530025.8,913199.3436,9702498.919,913199.3436,9702498.919
2/9/2023,1693612800,1719619130,1719619130,1504712078,214907052.5,1504712078,214907052.5,920932.7853,9715508.703,920932.7853,9715508.703
3/9/2023,1693699200,1721230647,1721230647,1507528152,213702494.9,1507528152,213702494.9,921984.8156,9691723.127,921984.8156,9691723.127
4/9/2023,1693785600,1722370382,1722370382,1506882831,215487550.6,1506882831,215487550.6,923024,9693547.038,923024,9693547.038
5/9/2023,1693872000,1736765129,1736765129,1505858844,230906285,1505858844,230906285,926842.0678,9730564.055,926842.0678,9730564.055
6/9/2023,1693958400,1741361254,1741361254,1515774743,225586511.1,1515774743,225586511.1,927794.3512,9731946.121,927794.3512,9731946.121
7/9/2023,1694044800,1746232751,1746232751,1521825816,224406935.1,1521825816,224406935.1,931025.1726,9739884.335,931025.1726,9739884.335
8/9/2023,1694131200,1764140532,1764140532,1536060860,228079671.5,1536060860,228079671.5,932081.4206,9639884.678,932081.4206,9639884.678
9/9/2023,1694217600,1748471836,1748471836,1524362685,224109151,1524362685,224109151,932873.9544,9651556.892,932873.9544,9651556.892
10/9/2023,1694304000,1748114714,1748114714,1523165889,224948825.1,1523165889,224948825.1,933432.5429,9658601.335,933432.5429,9658601.335
11/9/2023,1694390400,1731534252,1731534252,1510456960,221077291.5,1510456960,221077291.5,933729.56,9666693.988,933729.56,9666693.988
12/9/2023,1694476800,1657507409,1657507409,1448463203,209044206.3,1448463203,209044206.3,934311.5544,9669019.717,934311.5544,9669019.717
13/09/2023,1694563200,1703806071,1703806071,1490203221,213602849.9,1490203221,213602849.9,934701.0435,9669662.741,934701.0435,9669662.741
14/09/2023,1694649600,1713881138,1713881138,1501176565,212704572.6,1501176565,212704572.6,934864,9672786.384,934864,9672786.384
15/09/2023,1694736000,1733002092,1733002092,1519159283,213842808.8,1519159283,213842808.8,935333.4789,9671768.829,935333.4789,9671768.829
16/09/2023,1694822400,1757893480,1757893480,1541696096,216197384.1,1541696096,216197384.1,935728,9673261.035,935728,9673261.035
17/09/2023,1694908800,1747239090,1747239090,1525663955,221575134.3,1525663955,221575134.3,937404.8904,9684227.898,937404.8904,9684227.898
18/09/2023,1694995200,1733917407,1733917407,1516199917,217717489.4,1516199917,217717489.4,937876.8904,9684941.7,937876.8904,9684941.7
19/09/2023,1695081600,1748289421,1748289421,1529916605,218372815.4,1529916605,218372815.4,938236.5131,9683938.598,938236.5131,9683938.598
20/09/2023,1695168000,1758018799,1758018799,1540742779,217276019.3,1540742779,217276019.3,939632,9691169.46,939632,9691169.46
21/09/2023,1695254400,1736427135,1736427135,1524696265,211730870,1524696265,211730870,941007.8909,9694636.904,941007.8909,9694636.904
22/09/2023,1695340800,1695484977,1695484977,1492157112,203327865.4,1492157112,203327865.4,941840,9700756.935,941840,9700756.935
23/09/2023,1695427200,1711609022,1711609022,1505143589,206465433.5,1505143589,206465433.5,942723.9234,9706884.508,942723.9234,9706884.508
24/09/2023,1695513600,1713088886,1713088886,1503258809,209830077.1,1503258809,209830077.1,943748.2324,9714355.421,943748.2324,9714355.421
25/09/2023,1695600000,1692378829,1692378829,1485946200,206432629.5,1485946200,206432629.5,944609.4285,9723628.332,944609.4285,9723628.332
26/09/2023,1695686400,1712208702,1712208702,1500181492,212027209.9,1500181492,212027209.9,945532.265,9766338.548,945532.265,9766338.548
27/09/2023,1695772800,1720993039,1720993039,1506043486,214949552.8,1506043486,214949552.8,946554.2186,9923802.069,946554.2186,9923802.069
28/09/2023,1695859200,1734615724,1734615724,1516554535,218061188.8,1516554535,218061188.8,947035.6852,9934450.517,947035.6852,9934450.517
29/09/2023,1695945600,1789979920,1789979920,1570918816,219061103.9,1570918816,219061103.9,948158.7003,9939251.537,948158.7003,9939251.537
30/09/2023,1696032000,1799487897,1799487897,1583232025,216255872.1,1583232025,216255872.1,949367.6958,9938229.415,949367.6958,9938229.415
1/10/2023,1696118400,1809155833,1809155833,1590636657,218519176.2,1590636657,218519176.2,950013.8305,9946252.9,950013.8305,9946252.9
2/10/2023,1696204800,1872848554,1872848554,1643851623,228996930.7,1643851623,228996930.7,950263.6719,9947738.086,950263.6719,9947738.086
3/10/2023,1696291200,1801223234,1801223234,1582200644,219022589.9,1582200644,219022589.9,951567.9901,9946529.967,951567.9901,9946529.967
4/10/2023,1696377600,1777683983,1777683983,1567510991,210172992,1567510991,210172992,952720.4709,9951372.727,952720.4709,9951372.727
5/10/2023,1696464000,1777354650,1777354650,1568612461,208742189.2,1568612461,208742189.2,953123.4573,9954324.712,953123.4573,9954324.712
6/10/2023,1696550400,1743660321,1743660321,1541604097,202056223.8,1541604097,202056223.8,954175.495,9953508.56,954175.495,9953508.56
7/10/2023,1696636800,1776284907,1776284907,1573283349,203001557.8,1573283349,203001557.8,956031.3002,9960822.268,956031.3002,9960822.268
8/10/2023,1696723200,1766730279,1766730279,1565582438,201147840.4,1565582438,201147840.4,958117.06,9967682.875,958117.06,9967682.875
9/10/2023,1696809600,1762469399,1762469399,1561465210,201004189.8,1561465210,201004189.8,958606.91,9985305.008,958606.91,9985305.008
10/10/2023,1696896000,1713184280,1713184280,1517838142,195346137.3,1517838142,195346137.3,959206.1011,9992129.785,959206.1011,9992129.785
11/10/2023,1696982400,1701049774,1701049774,1507385381,193664393.1,1507385381,193664393.1,962429.1332,10008495.77,962429.1332,10008495.77
12/10/2023,1697068800,1703686912,1703686912,1510698583,192988328.7,1510698583,192988328.7,965240.9325,9999395.269,965240.9325,9999395.269
13/10/2023,1697155200,1672582537,1672582537,1488858994,183723542.9,1488858994,183723542.9,968886.6147,9990404.727,968886.6147,9990404.727
14/10/2023,1697241600,1680534675,1680534675,1504441717,176092957.3,1504441717,176092957.3,969225.6315,9982593.951,969225.6315,9982593.951
15/10/2023,1697328000,1713751560,1713751560,1510419940,203331619.2,1510419940,203331619.2,971799.8652,10016335.92,971799.8652,10016335.92
16/10/2023,1697414400,1708624677,1708624677,1513792244,194832433.3,1513792244,194832433.3,972555.4248,10017091.69,972555.4248,10017091.69
17/10/2023,1697500800,1746275382,1746275382,1553482185,192793197.3,1553482185,192793197.3,972872.1096,10020436.45,972872.1096,10020436.45
18/10/2023,1697587200,1713836453,1713836453,1522621693,191214759.6,1522621693,191214759.6,973636.6614,10032253.92,973636.6614,10032253.92
19/10/2023,1697673600,1715931734,1715931734,1524974029,190957704.9,1524974029,190957704.9,975228.1619,10034561.48,975228.1619,10034561.48
20/10/2023,1697760000,1711228594,1711228594,1526690528,184538066.3,1526690528,184538066.3,975396.4528,10040155.95,975396.4528,10040155.95
21/10/2023,1697846400,1762183251,1762183251,1567524268,194658983.5,1567524268,194658983.5,976723.6603,10028798.74,976723.6603,10028798.74
22/10/2023,1697932800,1790069648,1790069648,1597092667,192976981.5,1597092667,192976981.5,977371.0226,10029988.64,977371.0226,10029988.64
23/10/2023,1698019200,1821940472,1821940472,1625129375,196811096.7,1625129375,196811096.7,978480.7811,10036261.94,978480.7811,10036261.94
24/10/2023,1698105600,1959515067,1959515067,1731390788,228124279,1731390788,228124279,978728.7811,10040681.29,978728.7811,10040681.29
25/10/2023,1698192000,1976196886,1976196886,1745041547,231155338.5,1745041547,231155338.5,978776.7811,10067741.22,978776.7811,10067741.22
26/10/2023,1698278400,2009878562,2009878562,1754243269,255635293.5,1754243269,255635293.5,979734.0835,10092194.77,979734.0835,10092194.77
27/10/2023,1698364800,2011406128,2011406128,1763357193,248048934.5,1763357193,248048934.5,980618.0553,10120315.56,980618.0553,10120315.56
28/10/2023,1698451200,1996911098,1996911098,1753702183,243208915.3,1753702183,243208915.3,984462.7104,10121053.49,984462.7104,10121053.49
29/10/2023,1698537600,1986149861,1986149861,1751501496,234648365,1751501496,234648365,985844.9871,10101091.91,985844.9871,10101091.91
30/10/2023,1698624000,1998626828,1998626828,1760689013,237937814.7,1760689013,237937814.7,988934.4542,10107808.61,988934.4542,10107808.61
31/10/2023,1698710400,2060181010,2060181010,1822738898,237442111.5,1822738898,237442111.5,996184.6066,10086750.7,996184.6066,10086750.7
1/11/2023,1698796800,2048201817,2048201817,1811662144,236539672.4,1811662144,236539672.4,996431.6168,10086979.63,996431.6168,10086979.63
2/11/2023,1698883200,2083262112,2083262112,1841397180,241864932.1,1841397180,241864932.1,996599.6168,10081906.3,996599.6168,10081906.3
3/11/2023,1698969600,2019045473,2019045473,1787373241,231672232.2,1787373241,231672232.2,997023.0772,10077087.09,997023.0772,10077087.09
4/11/2023,1699056000,2084834808,2084834808,1824805089,237727408.1,1824805089,237727408.1,998186.7104,10077465.37,998186.7104,10077465.37
5/11/2023,1699142400,2139373305,2139373305,1858064753,243676907,1858064753,243676907,1001150.233,10073456.26,1001150.233,10073456.26
6/11/2023,1699228800,2134124163,2134124163,1895704111,255033748.7,1895704111,255033748.7,1002042.515,10076402.56,1002042.515,10076402.56
7/11/2023,1699315200,2156927956,2156927956,1898524311,258403645,1898524311,258403645,1002272.34,10078145.28,1002272.34,10078145.28
8/11/2023,1699401600,2152107544,2152107544,1889408876,262698668.7,1889408876,262698668.7,1002312.34,10080532.18,1002312.34,10080532.18
9/11/2023,1699488000,2169258488,2169258488,1899105054,270153433.1,1899105054,270153433.1,1002780.095,10084114.71,1002780.095,10084114.71
10/11/2023,1699574400,2446917967,2446917967,2118684201,328233766.3,2118684201,328233766.3,1004306.125,10118180.22,1004306.125,10118180.22
11/11/2023,1699660800,2411585048,2411585048,2088881326,322703721.4,2088881326,322703721.4,1005071.993,10128804.82,1005071.993,10128804.82
12/11/2023,1699747200,2376210639,2376210639,2061851038,314359600.6,2061851038,314359600.6,1008067.587,10134094.15,1008067.587,10134094.15
13/11/2023,1699833600,2371171794,2371171794,2059718797,311452997.1,2059718797,311452997.1,1008598.149,10131847.66,1008598.149,10131847.66
14/11/2023,1699920000,2357655844,2357655844,2057877481,299778363.1,2057877481,299778363.1,1009070.149,10141351.93,1009070.149,10141351.93
15/11/2023,1700006400,2306015418,2306015418,2016748605,289266813.3,2016748605,289266813.3,1016240,10128389.82,1016240,10128389.82
16/11/2023,1700092800,2390985310,2390985310,2090571235,300414074.6,2090571235,300414074.6,1017904,10128593.21,1017904,10128593.21
17/11/2023,1700179200,2279990842,2279990842,1997143560,282847282.5,1997143560,282847282.5,1019216,10127006.18,1019216,10127006.18
18/11/2023,1700265600,2267522650,2267522650,1989451521,278071129.7,1989451521,278071129.7,1020320.5,10130095.8,1020320.5,10130095.8
19/11/2023,1700352000,2286793059,2286793059,2005506447,281286611.9,2005506447,281286611.9,1023238.457,10129154.19,1023238.457,10129154.19
20/11/2023,1700438400,2332531087,2332531087,2048028357,284502730.3,2048028357,284502730.3,1024752,10139085.18,1024752,10139085.18
21/11/2023,1700524800,2360719469,2360719469,2077218138,283501331.6,2077218138,283501331.6,1025088.156,10143160.34,1025088.156,10143160.34
22/11/2023,1700611200,2250229599,2250229599,1989374936,260854662.7,1989374936,260854662.7,1025488,10146039,1025488,10146039
23/11/2023,1700697600,2406259285,2406259285,2115536974,290722310.8,2115536974,290722310.8,1026262.236,10158012.26,1026262.236,10158012.26
24/11/2023,1700784000,2405601486,2405601486,2116867179,288734307.1,2116867179,288734307.1,1026544,10170282.04,1026544,10170282.04
25/11/2023,1700870400,2426853663,2426853663,2138039259,288814403.5,2138039259,288814403.5,1027918.316,10169521.25,1027918.316,10169521.25
26/11/2023,1700956800,2431885222,2431885222,2140560284,291324937.7,2140560284,291324937.7,1030101.051,10171960.12,1030101.051,10171960.12
27/11/2023,1701043200,2408973170,2408973170,2129557937,279415233.9,2129557937,279415233.9,1031143.081,10164250.05,1031143.081,10164250.05
28/11/2023,1701129600,2364960802,2364960802,2088802501,276158301.3,2088802501,276158301.3,1031746.875,10167831.42,1031746.875,10167831.42
29/11/2023,1701216000,2396633069,2396633069,2115498198,281134871.6,2115498198,281134871.6,1031920.138,10167626.46,1031920.138,10167626.46
30/11/2023,1701302400,2372189957,2372189957,2094409392,277780565.5,2094409392,277780565.5,1032120.258,10171386.51,1032120.258,10171386.51
1/12/2023,1701388800,2393281776,2393281776,2118241591,275040185.7,2118241591,275040185.7,1032830.105,10167844.2,1032830.105,10167844.2
2/12/2023,1701475200,2431318151,2431318151,2154719577,276598573.7,2154719577,276598573.7,1032854.105,10169065.21,1032854.105,10169065.21
3/12/2023,1701561600,2520670201,2520670201,2233309556,287360644.7,2233309556,287360644.7,1033628.564,10172058.22,1033628.564,10172058.22
4/12/2023,1701648000,2567878391,2567878391,2265981066,301897325.1,2265981066,301897325.1,1034704,10171742.76,1034704,10171742.76
5/12/2023,1701734400,2635108803,2635108803,2315054110,320054693,2315054110,320054693,1035600.616,10170152.3,1035600.616,10170152.3
6/12/2023,1701820800,2685990115,2685990115,2370364612,315625502.9,2370364612,315625502.9,1035631.884,10168347.39,1035631.884,10168347.39
7/12/2023,1701907200,2606027651,2606027651,2309832512,296195138.9,2309832512,296195138.9,1035947.989,10157583.64,1035947.989,10157583.64
8/12/2023,1701993600,2753693366,2753693366,2441245650,312447716.3,2441245650,312447716.3,1036112,10160901.34,1036112,10160901.34
9/12/2023,1702080000,2766001192,2766001192,2448037713,317963479.6,2448037713,317963479.6,1036496,10161824.21,1036496,10161824.21
10/12/2023,1702166400,2741373711,2741373711,2429088141,312285570.1,2429088141,312285570.1,1038640,10178799.55,1038640,10178799.55
11/12/2023,1702252800,2748320046,2748320046,2437487069,310832977.1,2437487069,310832977.1,1039887.998,10174565.53,1039887.998,10174565.53
12/12/2023,1702339200,2599703271,2599703271,2314110351,285592920.5,2314110351,285592920.5,1040783.992,10181565.79,1040783.992,10181565.79
13/12/2023,1702425600,2568290431,2568290431,2286227693,282062737.8,2286227693,282062737.8,1041424,10182770.32,1041424,10182770.32
14/12/2023,1702512000,2635354942,2635354942,2351930875,283424067,2351930875,283424067,1041936,10180462.18,1041936,10180462.18
15/12/2023,1702598400,2711301437,2711301437,2423724546,287576891.6,2423724546,287576891.6,1044880,10197762.11,1044880,10197762.11
16/12/2023,1702684800,2602647661,2602647661,2328468461,274179200.2,2328468461,274179200.2,1048495.999,10230567.17,1048495.999,10230567.17
17/12/2023,1702771200,2617621866,2617621866,2337754188,279867677.8,2337754188,279867677.8,1048720,10232821.86,1048720,10232821.86
18/12/2023,1702857600,2590502435,2590502435,2315307343,275195092.1,2315307343,275195092.1,1052249.808,10245535.82,1052249.808,10245535.82
19/12/2023,1702944000,2618602494,2618602494,2345116711,273485782.8,2345116711,273485782.8,1055260.837,10250591.56,1055260.837,10250591.56
20/12/2023,1703030400,2574203853,2574203853,2306975351,267228502.2,2306975351,267228502.2,1055312,10250422.03,1055312,10250422.03
21/12/2023,1703116800,2595629364,2595629364,2320117491,275511872.9,2320117491,275511872.9,1055376,10257329.59,1055376,10257329.59
22/12/2023,1703203200,2639516227,2639516227,2358946772,280569455.4,2358946772,280569455.4,1056464,10265988.12,1056464,10265988.12
23/12/2023,1703289600,2755624046,2755624046,2462110335,293513710.4,2462110335,293513710.4,1060176,10269898.89,1060176,10269898.89
24/12/2023,1703376000,2733601809,2733601809,2445340454,288261355.4,2445340454,288261355.4,1061424,10276697.16,1061424,10276697.16
25/12/2023,1703462400,2706807520,2706807520,2422194399,284613121.4,2422194399,284613121.4,1070096,10304602.51,1070096,10304602.51
26/12/2023,1703548800,2735786484,2735786484,2436236627,299549857.4,2436236627,299549857.4,1072528,10307978.57,1072528,10307978.57
27/12/2023,1703635200,2688396839,2688396839,2391611496,296785343.1,2391611496,296785343.1,1074032,10312207.89,1074032,10312207.89
28/12/2023,1703721600,2903820092,2903820092,2572145766,331674325.3,2572145766,331674325.3,1075856,10306846.65,1075856,10306846.65
29/12/2023,1703808000,2835780049,2835780049,2511062339,324717709.7,2511062339,324717709.7,1076461.756,10305227.22,1076461.756,10305227.22
30/12/2023,1703894400,2795413427,2795413427,2472743624,322669802.9,2472743624,322669802.9,1077072.752,10305646.85,1077072.752,10305646.85
31/12/2023,1703980800,2789990706,2789990706,2480623590,309367116.6,2480623590,309367116.6,1082835.088,10136537.24,1082835.088,10136537.24
1/1/2024,1704067200,2777811345,2777811345,2472844622,304966722.8,2472844622,304966722.8,1087079.35,10152021.4,1087079.35,10152021.4
2/1/2024,1704153600,2872544371,2872544371,2556333610,316210761.8,2556333610,316210761.8,1088116.395,10170818.97,1088116.395,10170818.97
3/1/2024,1704240000,2872508660,2872508660,2563138032,309370627.7,2563138032,309370627.7,1088519.995,10169974.61,1088519.995,10169974.61
4/1/2024,1704326400,2693602400,2693602400,2405678101,287924299.4,2405678101,287924299.4,1089572.537,10170409.73,1089572.537,10170409.73
5/1/2024,1704412800,2756184767,2756184767,2469035646,287149121,2469035646,287149121,1090601.985,10168170.01,1090601.985,10168170.01
6/1/2024,1704499200,2779303081,2779303081,2473034704,306268376.7,2473034704,306268376.7,1092571.109,10171649.84,1092571.109,10171649.84
7/1/2024,1704585600,2745342351,2745342351,2448737017,296605334.7,2448737017,296605334.7,1093215.451,10161196.8,1093215.451,10161196.8
8/1/2024,1704672000,2701490542,2701490542,2419909538,281581004,2419909538,281581004,1093615.909,10161710.72,1093615.909,10161710.72
9/1/2024,1704758400,2811052969,2811052969,2525276425,285776544.2,2525276425,285776544.2,1093856.201,10166365.85,1093856.201,10166365.85
10/1/2024,1704844800,2853566567,2853566567,2555099389,298467177.7,2555099389,298467177.7,1096016.484,10193551.15,1096016.484,10193551.15
11/1/2024,1704931200,3209000882,3209000882,2840069531,368931350.5,2840069531,368931350.5,1096082.193,10194289.87,1096082.193,10194289.87
12/1/2024,1705017600,3227081714,3227081714,2856905936,370175778.4,2856905936,370175778.4,1096591.486,10192064.38,1096591.486,10192064.38
13/01/2024,1705104000,3124438409,3124438409,2775853746,348584663.1,2775853746,348584663.1,1099321.896,10228423.21,1099321.896,10228423.21
14/01/2024,1705190400,3185407662,3185407662,2827295177,358112485.2,2827295177,358112485.2,1099943.657,10237635.37,1099943.657,10237635.37
15/01/2024,1705276800,3101345751,3101345751,2754287482,347058269.2,2754287482,347058269.2,1101785.507,10234687.97,1101785.507,10234687.97
16/01/2024,1705363200,3144866472,3144866472,2797244938,347621534.5,2797244938,347621534.5,1106255.685,10236205.37,1106255.685,10236205.37
17/01/2024,1705449600,3214971623,3214971623,2853202110,361769513,2853202110,361769513,1106600,10236828.32,1106600,10236828.32
18/01/2024,1705536000,3131220153,3131220153,2785796106,345424047,2785796106,345424047,1106726.3,10249971.72,1106726.3,10249971.72
19/01/2024,1705622400,3040636252,3040636252,2721911400,318724852,2721911400,318724852,1106864,10248387.52,1106864,10248387.52
20/01/2024,1705708800,3061659644,3061659644,2753356214,308303430,2753356214,308303430,1107326.478,10242638.87,1107326.478,10242638.87
21/01/2024,1705795200,3052002156,3052002156,2739892377,312109779.2,2739892377,312109779.2,1109021.221,10249910.65,1109021.221,10249910.65
22/01/2024,1705881600,3052808561,3052808561,2747360983,305447578.4,2747360983,305447578.4,1110179.409,10184980.94,1110179.409,10184980.94
23/01/2024,1705968000,2859522044,2859522044,2564354206,295167837.8,2564354206,295167837.8,1110268.656,10185225.6,1110268.656,10185225.6
24/01/2024,1706054400,2762093099,2762093099,2481991336,280101762.7,2481991336,280101762.7,1110356.656,10189223.82,1110356.656,10189223.82
25/01/2024,1706140800,2767779162,2767779162,2477962029,289817133.4,2477962029,289817133.4,1110476.656,10190475.86,1110476.656,10190475.86
26/01/2024,1706227200,2743022240,2743022240,2455794465,287227775,2455794465,287227775,1110500.656,10188995.21,1110500.656,10188995.21
27/01/2024,1706313600,2820498735,2820498735,2517580486,302918249,2517580486,302918249,1110548.656,10192404.07,1110548.656,10192404.07
28/01/2024,1706400000,2822366019,2822366019,2519213060,303152959.2,2519213060,303152959.2,1111602.249,10176332.97,1111602.249,10176332.97
29/01/2024,1706486400,2801506402,2801506402,2504971665,296534737.6,2504971665,296534737.6,1112752,10172718.27,1112752,10172718.27
30/01/2024,1706572800,2876548134,2876548134,2575009712,301538421.8,2575009712,301538421.8,1113200,10173361.06,1113200,10173361.06
31/01/2024,1706659200,2910554392,2910554392,2607084376,303470016.4,2607084376,303470016.4,1113520,10176727.58,1113520,10176727.58
1/2/2024,1706745600,2827535091,2827535091,2535805751,291729339.5,2535805751,291729339.5,1113744,10178972.07,1113744,10178972.07
2/2/2024,1706832000,2849726974,2849726974,2557824470,291902504.1,2557824470,291902504.1,1113744,10177911.58,1113744,10177911.58
3/2/2024,1706918400,2858789618,2858789618,2572526410,286263208.1,2572526410,286263208.1,1114608,10180057.19,1114608,10180057.19
4/2/2024,1707004800,2842500793,2842500793,2561943817,280556976.7,2561943817,280556976.7,1114916.278,10172479.21,1114916.278,10172479.21
5/2/2024,1707091200,2832783141,2832783141,2552703758,280079382.4,2552703758,280079382.4,1115745.844,10173606.33,1115745.844,10173606.33
6/2/2024,1707177600,2844464596,2844464596,2565283500,279181095.8,2565283500,279181095.8,1115952,10174238.19,1115952,10174238.19
7/2/2024,1707264000,2949170490,2949170490,2659802786,289367703.9,2659802786,289367703.9,1115984,10174673.13,1115984,10174673.13
