Date,Rocket-TVL,market_cap
2023-09-08,1764140532,465272983.3053424
2023-09-09,1748471836,457471591.1041246
2023-09-10,1748114714,461582292.5594912
2023-09-11,1731534252,451432998.3776127
2023-09-12,1657507409,424197576.9722381
2023-09-13,1703806071,435067754.2281644
2023-09-14,1713881138,431104220.4325928
2023-09-15,1733002092,436931623.138471
2023-09-16,1757893480,439233750.477258
2023-09-17,1747239090,453578714.2584239
2023-09-18,1733917407,444150413.452504
2023-09-19,1748289421,444914882.5490356
2023-09-20,1758018799,442070646.1659173
2023-09-21,1736427135,430154639.7731128
2023-09-22,1695484977,412876465.0997541
2023-09-23,1711609022,414828676.5976264
2023-09-24,1713088886,424291976.575453
2023-09-25,1692378829,419674249.0279926
2023-09-26,1712208702,427543771.2371592
2023-09-27,1720993039,425212680.84715617
2023-09-28,1734615724,431147312.5328318
2023-09-29,1789979920,435525350.8014328
2023-09-30,1799487897,431713727.77522886
2023-10-01,1809155833,435556838.1247193
2023-10-02,1872848554,457062084.5301336
2023-10-03,1801223234,434551999.22235113
2023-10-04,1777683983,420659190.4142679
2023-10-05,1777354650,415636762.4838888
2023-10-06,1743660321,401035006.6812242
2023-10-07,1776284907,404041545.6566413
2023-10-08,1766730279,398923624.9044136
2023-10-09,1762469399,397420738.0730366
2023-10-10,1713184280,385284930.5961689
2023-10-11,1701049774,382426092.93674266
2023-10-12,1703686912,383205670.2167872
2023-10-13,1672582537,363622957.275986
2023-10-14,1680534675,346814602.9331553
2023-10-15,1713751560,398558586.1086847
2023-10-16,1708624677,385661778.0647236
2023-10-17,1746275382,381709676.45311695
2023-10-18,1713836453,376709734.7139025
2023-10-19,1715931734,374949038.5409489
2023-10-20,1711228594,363613474.1177879
2023-10-21,1762183251,383722481.53968006
2023-10-22,1790069648,381010568.26063
2023-10-23,1821940472,397958518.3331775
2023-10-24,1959515067,447150314.0621231
2023-10-25,1976196886,453107586.9971213
2023-10-26,2009878562,501317839.12234896
2023-10-27,2011406128,488259035.5252004
2023-10-28,1996911098,475584573.5342898
2023-10-29,1986149861,461131287.8821338
2023-10-30,1998626828,470186409.9217582
2023-10-31,2060181010,468000685.0071534
2023-11-01,2048201817,463063659.5603424
2023-11-02,2083262112,474735331.8857111
2023-11-03,2019045473,461711934.3621976
2023-11-04,2084834808,468661223.356848
2023-11-05,2139373305,479053048.4652563
2023-11-06,2134124163,504617241.2461346
2023-11-07,2156927956,508235740.0748356
2023-11-08,2152107544,517040859.4020741
2023-11-09,2169258488,530235388.3517487
2023-11-10,2446917967,646301570.7614539
2023-11-11,2411585048,633228218.5611706
2023-11-12,2376210639,616067886.7031709
2023-11-13,2371171794,611703919.2292839
2023-11-14,2357655844,599606427.6184329
2023-11-15,2306015418,564755256.5408305
2023-11-16,2390985310,589088491.7265545
2023-11-17,2279990842,553983374.1249188
2023-11-18,2267522650,547106341.3868468
2023-11-19,2286793059,553636151.5646454
2023-11-20,2332531087,557876413.8197776
2023-11-21,2360719469,552531239.5879723
2023-11-22,2250229599,511589272.4683988
2023-11-23,2406259285,571312422.4832311
2023-11-24,2405601486,568320991.3800656
2023-11-25,2426853663,566016309.1772228
2023-11-26,2431885222,571531345.6181095
2023-11-27,2408973170,547282796.8009983
2023-11-28,2364960802,536360367.099566
2023-11-29,2396633069,550082156.6283096
2023-11-30,2372189957,542083546.2504088
2023-12-01,2393281776,538443898.4185077
2023-12-02,2431318151,541054674.7184192
2023-12-03,2520670201,560115400.4808007
2023-12-04,2567878391,590094471.0803
2023-12-05,2635108803,626508720.4109759
2023-12-06,2685990115,617740634.6614351
2023-12-07,2606027651,581592472.0753217
2023-12-08,2753693366,611546599.2168765
2023-12-09,2766001192,623469978.2676852
2023-12-10,2741373711,606151405.1628599
2023-12-11,2748320046,608298044.3729371
2023-12-12,2599703271,558661200.313015
2023-12-13,2568290431,552373789.7415602
2023-12-14,2635354942,553080177.2335113
2023-12-15,2711301437,561999687.4314878
2023-12-16,2602647661,534157059.8090898
2023-12-17,2617621866,543864724.4984028
2023-12-18,2590502435,532714555.8819671
2023-12-19,2618602494,531395182.0736963
2023-12-20,2574203853,517820995.5019757
2023-12-21,2595629364,533563685.1534343
2023-12-22,2639516227,545692300.656417
2023-12-23,2755624046,579512997.2767184
2023-12-24,2733601809,561142279.7570611
2023-12-25,2706807520,552414519.5372174
2023-12-26,2735786484,582257425.5508
2023-12-27,2688396839,574952704.940066
2023-12-28,2903820092,648581421.4565315
2023-12-29,2835780049,627195681.6093609
2023-12-30,2795413427,625126193.0422515
2023-12-31,2789990706,608676067.4010115
2024-01-01,2777811345,601304389.8350381
2024-01-02,2872544371,621076967.612696
2024-01-03,2872508660,606826342.7719293
2024-01-04,2693602400,564898972.7553658
2024-01-05,2756184767,568390744.3056337
2024-01-06,2779303081,600809308.2165108
2024-01-07,2745342351,583751458.1455305
2024-01-08,2701490542,551769275.0103135
2024-01-09,2811052969,569927609.1950595
2024-01-10,2853566567,586289061.1034968
2024-01-11,3209000882,717938180.3420793
2024-01-12,3227081714,731228499.8548634
2024-01-13,3124438409,684573695.3218324
2024-01-14,3185407662,700342962.7449892
2024-01-15,3101345751,668132772.2992829
2024-01-16,3144866472,681040898.5953784
2024-01-17,3214971623,710416391.0490735
2024-01-18,3131220153,673518552.1501913
2024-01-19,3040636252,625177566.4829006
2024-01-20,3061659644,603939097.843841
2024-01-21,3052002156,612192463.8387965
2024-01-22,3052808561,604344958.6186326
2024-01-23,2859522044,582039304.3403523
2024-01-24,2762093099,552192501.0172427
2024-01-25,2767779162,571223806.2402081
2024-01-26,2743022240,565901221.5132854
2024-01-27,2820498735,594160985.2489287
2024-01-28,2822366019,597348355.9730633
2024-01-29,2801506402,584349121.025546
2024-01-30,2876548134,594415899.193361
2024-01-31,2910554392,598623445.3886757
2024-02-01,2827535091,575081810.47431
2024-02-02,2849726974,575213041.7226694
2024-02-03,2858789618,564396608.2854936
2024-02-04,2842500793,553066305.032001
2024-02-05,2832783141,553911686.8934088
2024-02-06,2844464596,550414798.5796236
2024-02-07,2949170490,572397309.5897877
2024-02-08,3008511528,579083178.6887796
2024-02-09,3003297386,588527611.6490508
2024-02-10,3093295310,607918107.7567482
2024-02-11,3089389953,587315898.8448434
2024-02-12,3078105405,571867748.1473751
2024-02-13,3282409262,581931748.455738
2024-02-14,3248807121,591297622.2080489
2024-02-15,3417298397,640584171.3313371
2024-02-16,3487080281,650570005.9661378
2024-02-17,3454272756,642915232.3350989
2024-02-18,3430810297,621466693.547001
2024-02-19,3538376616,611474856.613078
2024-02-20,3629084325,611429318.0946511
2024-02-21,3682134023,595509133.5168679
2024-02-22,3621305806,560816992.4799367
2024-02-23,3640315258,560363461.1019942
2024-02-24,3570334860,556049127.1814514
2024-02-25,3649593346,579550222.6764448
2024-02-26,3829345320,616204467.8896664
2024-02-27,3892417270,629597711.1496525
2024-02-28,3976048739,622412440.3285472
2024-02-29,4121219793,637137810.7580193
2024-03-01,4109237992,629080363.534754
2024-03-02,4180689865,619090291.0677625
2024-03-03,4153655050,630247908.5404903
2024-03-04,4256790482,642084465.3788569
2024-03-05,4386807729,640365355.1514933
2024-03-06,4371821455,654599298.136661
2024-03-07,4706307373,714712613.1757793
2024-03-08,4687304761,706864995.0267689
2024-03-09,4744442431,701319658.8808384
2024-03-10,4769739153,698728156.2385026
2024-03-11,4736764826,695994893.8695279
2024-03-12,4980623015,755620247.8919042
2024-03-13,4876813312,742143998.9606309
