,Date,Timestamp,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido
,,,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking
,,,terra,moonriver,moonbeam,ethereum,solana,Total,terra,moonriver,moonbeam,ethereum,ethereum,ethereum,solana,Total,Total,Total,Total,Total,Total,Total,terra,moonriver,moonbeam,ethereum,ethereum,ethereum,solana,Total,Total,Total,Total,Total,Total,Total
,,,TVL,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,,terra-luna,kusama,polkadot,ethereum,WETH,MATIC,solana,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot,terra-luna,kusama,polkadot,ethereum,WETH,MATIC,solana,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot
,11/03/2021,1615420800,0,,,338318383.0294668,,338318383.0294668,,,,338318383.0294668,,,,338318383.0294668,,,,,,,,,,185356.97900013372,,,,185356.97900013372,,,,,,
,12/03/2021,1615507200,0,,,329516422.5972691,,329516422.5972691,,,,329516422.5972691,,,,329516422.5972691,,,,,,,,,,185914.44457381815,,,,185914.44457381815,,,,,,
,13/03/2021,1615593600,0,,,332363356.11232567,,332363356.11232567,,,,332363356.11232567,,,,332363356.11232567,,,,,,,,,,186221.68507127688,,,,186221.68507127688,,,,,,
,14/03/2021,1615680000,0,,,343424416.16998214,,343424416.16998214,,,,343424416.16998214,,,,343424416.16998214,,,,,,,,,,186572.2292138091,,,,186572.2292138091,,,,,,
,15/03/2021,1615766400,0,,,350346676.09227663,,350346676.09227663,,,,350346676.09227663,,,,350346676.09227663,,,,,,,,,,186664.97586244033,,,,186664.97586244033,,,,,,
,16/03/2021,1615852800,0,,,332987874.8792163,,332987874.8792163,,,,332987874.8792163,,,,332987874.8792163,,,,,,,,,,186728.01176897401,,,,186728.01176897401,,,,,,
,17/03/2021,1615939200,0,,,336938520.50597376,,336938520.50597376,,,,336938520.50597376,,,,336938520.50597376,,,,,,,,,,186768.12140488304,,,,186768.12140488304,,,,,,
,18/03/2021,1616025600,129547966.77375597,,,331035665.2259791,,460583631.99973506,129547966.77375597,,,331035665.2259791,,,,331035665.2259791,129547966.77375597,,,,,,7181277.023521,,,186804.92645331906,,,,186804.92645331906,7181277.023521,,,,,
,19/03/2021,1616112000,168586309.56039977,,,341187051.4777643,,509773361.0381641,168586309.56039977,,,341187051.4777643,,,,341187051.4777643,168586309.56039977,,,,,,9086203.585107,,,186962.86768951715,,,,186962.86768951715,9086203.585107,,,,,
,20/03/2021,1616198400,233475416.06686044,,,341131860.3820697,,574607276.4489301,233475416.06686044,,,341131860.3820697,,,,341131860.3820697,233475416.06686044,,,,,,11007484.105259,,,187146.61354083786,,,,187146.61354083786,11007484.105259,,,,,
,21/03/2021,1616284800,243047421.85258347,,,344888450.9600537,,587935872.8126371,243047421.85258347,,,344888450.9600537,,,,344888450.9600537,243047421.85258347,,,,,,11529408.606385,,,187277.66848875216,,,,187277.66848875216,11529408.606385,,,,,
,22/03/2021,1616371200,269949031.2883977,,,332820032.0267449,,602769063.3151426,269949031.2883977,,,332820032.0267449,,,,332820032.0267449,269949031.2883977,,,,,,12347876.35291,,,187428.3574626787,,,,187428.3574626787,12347876.35291,,,,,
,23/03/2021,1616457600,279541502.509393,,,338748427.2584593,,618289929.7678523,279541502.509393,,,338748427.2584593,,,,338748427.2584593,279541502.509393,,,,,,12978324.854005,,,187721.91265708202,,,,187721.91265708202,12978324.854005,,,,,
,24/03/2021,1616544000,251467032.83094126,,,318033242.73296565,,569500275.5639069,251467032.83094126,,,318033242.73296565,,,,318033242.73296565,251467032.83094126,,,,,,13214127.057727,,,187890.692041279,,,,187890.692041279,13214127.057727,,,,,
,25/03/2021,1616630400,284336089.8256493,,,322599568.79357374,,606935658.6192231,284336089.8256493,,,322599568.79357374,,,,322599568.79357374,284336089.8256493,,,,,,15684308.04124,,,188135.38866272874,,,,188135.38866272874,15684308.04124,,,,,
,26/03/2021,1616716800,278628223.5056456,,,305245268.70651007,,583873492.2121556,278628223.5056456,,,305245268.70651007,,,,305245268.70651007,278628223.5056456,,,,,,16817542.247233,,,188351.13348798777,,,,188351.13348798777,16817542.247233,,,,,
,27/03/2021,1616803200,319623483.81719166,,,306173445.00361174,,625796928.8208034,319623483.81719166,,,306173445.00361174,,,,306173445.00361174,319623483.81719166,,,,,,17070903.727962,,,188625.5004447839,,,,188625.5004447839,17070903.727962,,,,,
,28/03/2021,1616889600,314758277.0250304,,,316008858.1178955,,630767135.1429259,314758277.0250304,,,316008858.1178955,,,,316008858.1178955,314758277.0250304,,,,,,17200404.178213,,,188752.423519866,,,,188752.423519866,17200404.178213,,,,,
,29/03/2021,1616976000,325814167.6245498,,,323472485.2270189,,649286652.8515687,325814167.6245498,,,323472485.2270189,,,,323472485.2270189,325814167.6245498,,,,,,17313909.212799,,,188864.12955614796,,,,188864.12955614796,17313909.212799,,,,,
,30/03/2021,1617062400,371079702.59241587,,,332998581.33299214,,704078283.925408,371079702.59241587,,,332998581.33299214,,,,332998581.33299214,371079702.59241587,,,,,,19514531.43819,,,188948.518766605,,,,188948.518766605,19514531.43819,,,,,
,31/03/2021,1617148800,389400944.24827766,,,351751353.0111707,,741152297.2594483,389400944.24827766,,,351751353.0111707,,,,351751353.0111707,389400944.24827766,,,,,,20609202.441659,,,189377.12242376409,,,,189377.12242376409,20609202.441659,,,,,
,01/04/2021,1617235200,401028814.8177134,,,342734866.96562994,,743763681.7833433,401028814.8177134,,,342734866.96562994,,,,342734866.96562994,401028814.8177134,,,,,,21863544.078562,,,189784.85076294353,,,,189784.85076294353,21863544.078562,,,,,
,02/04/2021,1617321600,410017908.8275097,,,369160084.99836344,,779177993.8258731,410017908.8275097,,,369160084.99836344,,,,369160084.99836344,410017908.8275097,,,,,,22143816.405749,,,190388.33991846227,,,,190388.33991846227,22143816.405749,,,,,
,03/04/2021,1617408000,419021526.49885905,,,380004694.97393477,,799026221.4727938,419021526.49885905,,,380004694.97393477,,,,380004694.97393477,419021526.49885905,,,,,,22442467.235726,,,190561.99446293648,,,,190561.99446293648,22442467.235726,,,,,
,04/04/2021,1617494400,418736807.02765656,,,402368519.6249401,,821105326.6525967,418736807.02765656,,,402368519.6249401,,,,402368519.6249401,418736807.02765656,,,,,,22549985.482333,,,190682.8910672309,,,,190682.8910672309,22549985.482333,,,,,
,05/04/2021,1617580800,414615115.4880926,,,392649367.6187598,,807264483.1068524,414615115.4880926,,,392649367.6187598,,,,392649367.6187598,414615115.4880926,,,,,,22544689.308049,,,190905.5601470694,,,,190905.5601470694,22544689.308049,,,,,
,06/04/2021,1617667200,408839117.5593384,,,395915848.74874675,,804754966.3080852,408839117.5593384,,,395915848.74874675,,,,395915848.74874675,408839117.5593384,,,,,,22666210.922055,,,193230.42551364115,,,,193230.42551364115,22666210.922055,,,,,
,07/04/2021,1617753600,401772596.49289334,,,408984803.6276753,,810757400.1205686,401772596.49289334,,,408984803.6276753,,,,408984803.6276753,401772596.49289334,,,,,,23278540.31992,,,193376.15804423622,,,,193376.15804423622,23278540.31992,,,,,
,08/04/2021,1617840000,406479360.02119917,,,398661578.8856666,,805140938.9068658,406479360.02119917,,,398661578.8856666,,,,398661578.8856666,406479360.02119917,,,,,,25622635.473564,,,194032.40680187178,,,,194032.40680187178,25622635.473564,,,,,
,09/04/2021,1617926400,429320709.0942948,,,390391303.8308591,,819712012.925154,429320709.0942948,,,390391303.8308591,,,,390391303.8308591,429320709.0942948,,,,,,27634742.10424,,,194141.9995035644,,,,194141.9995035644,27634742.10424,,,,,
,10/04/2021,1618012800,531110027.47938675,,,403329152.07320714,,934439179.552594,531110027.47938675,,,403329152.07320714,,,,403329152.07320714,531110027.47938675,,,,,,31934447.914776,,,194416.47185253474,,,,194416.47185253474,31934447.914776,,,,,
,11/04/2021,1618099200,519579959.68412566,,,445455209.5172854,,965035169.201411,519579959.68412566,,,445455209.5172854,,,,445455209.5172854,519579959.68412566,,,,,,32830170.556808,,,205770.98040230328,,,,205770.98040230328,32830170.556808,,,,,
,12/04/2021,1618185600,511163204.2157643,,,439859559.647781,,951022763.8635453,511163204.2157643,,,439859559.647781,,,,439859559.647781,511163204.2157643,,,,,,33480436.17318,,,205935.68223996073,,,,205935.68223996073,33480436.17318,,,,,
,13/04/2021,1618272000,502993572.9665289,,,478455294.5584305,,981448867.5249593,502993572.9665289,,,478455294.5584305,,,,478455294.5584305,502993572.9665289,,,,,,34452235.552786,,,222103.69460337085,,,,222103.69460337085,34452235.552786,,,,,
,14/04/2021,1618358400,570775793.9786974,,,502950687.57661635,,1073726481.5553138,570775793.9786974,,,502950687.57661635,,,,502950687.57661635,570775793.9786974,,,,,,34995080.579215,,,226891.91179023357,,,,226891.91179023357,34995080.579215,,,,,
,15/04/2021,1618444800,546756803.5217156,,,533325146.3147607,,1080081949.8364763,546756803.5217156,,,533325146.3147607,,,,533325146.3147607,546756803.5217156,,,,,,35581968.766788,,,227155.49989554798,,,,227155.49989554798,35581968.766788,,,,,
,16/04/2021,1618531200,574383362.396691,,,557203218.9492674,,1131586581.3459582,574383362.396691,,,557203218.9492674,,,,557203218.9492674,574383362.396691,,,,,,36374080.979725,,,227377.50417481564,,,,227377.50417481564,36374080.979725,,,,,
,17/04/2021,1618617600,610025456.7007561,,,544095450.9935725,,1154120907.6943285,610025456.7007561,,,544095450.9935725,,,,544095450.9935725,610025456.7007561,,,,,,36662527.096876,,,227463.70687956706,,,,227463.70687956706,36662527.096876,,,,,
,18/04/2021,1618704000,607904251.5475321,,,553807491.481357,,1161711743.0288892,607904251.5475321,,,553807491.481357,,,,553807491.481357,607904251.5475321,,,,,,38632334.740861,,,227597.21042842738,,,,227597.21042842738,38632334.740861,,,,,
,19/04/2021,1618790400,507692276.7790522,,,483413578.09141016,,991105854.8704624,507692276.7790522,,,483413578.09141016,,,,483413578.09141016,507692276.7790522,,,,,,39644909.89498,,,227800.97888930712,,,,227800.97888930712,39644909.89498,,,,,
,20/04/2021,1618876800,628178290.9859432,,,561252496.645625,,1189430787.6315682,628178290.9859432,,,561252496.645625,,,,561252496.645625,628178290.9859432,,,,,,39334300.628904,,,250628.6108056659,,,,250628.6108056659,39334300.628904,,,,,
,21/04/2021,1618963200,552311000.9013304,,,537507459.8381765,,1089818460.7395067,552311000.9013304,,,537507459.8381765,,,,537507459.8381765,552311000.9013304,,,,,,41474496.285186,,,250697.88405732854,,,,250697.88405732854,41474496.285186,,,,,
,22/04/2021,1619049600,583350504.5191739,,,577051890.5985663,,1160402395.1177402,583350504.5191739,,,577051890.5985663,,,,577051890.5985663,583350504.5191739,,,,,,41770127.196436,,,250921.64668448293,,,,250921.64668448293,41770127.196436,,,,,
,23/04/2021,1619136000,601932656.4060136,,,626080774.6076235,,1228013431.013637,601932656.4060136,,,626080774.6076235,,,,626080774.6076235,601932656.4060136,,,,,,41866234.418794,,,251093.9361848537,,,,251093.9361848537,41866234.418794,,,,,
,24/04/2021,1619222400,550533696.959661,,,550929281.1520845,,1101462978.1117454,550533696.959661,,,550929281.1520845,,,,550929281.1520845,550533696.959661,,,,,,42247133.451824,,,251393.1180153126,,,,251393.1180153126,42247133.451824,,,,,
,25/04/2021,1619308800,616674215.9571925,,,570580413.9451523,,1187254629.9023447,616674215.9571925,,,570580413.9451523,,,,570580413.9451523,616674215.9571925,,,,,,42567256.764754,,,251783.13987483532,,,,251783.13987483532,42567256.764754,,,,,
,26/04/2021,1619395200,703150990.0689688,,,568476766.819288,,1271627756.8882568,703150990.0689688,,,568476766.819288,,,,568476766.819288,703150990.0689688,,,,,,42911488.725003,,,252094.1115348602,,,,252094.1115348602,42911488.725003,,,,,
,27/04/2021,1619481600,758429902.7598121,,,626970349.8140955,,1385400252.5739076,758429902.7598121,,,626970349.8140955,,,,626970349.8140955,758429902.7598121,,,,,,43247864.646634,,,252248.89865081012,,,,252248.89865081012,43247864.646634,,,,,
,28/04/2021,1619568000,812324539.138934,,,642914771.2860754,,1455239310.4250093,812324539.138934,,,642914771.2860754,,,,642914771.2860754,812324539.138934,,,,,,43358905.216948,,,252535.78102346603,,,,252535.78102346603,43358905.216948,,,,,
,29/04/2021,1619654400,763090934.3742325,,,667348311.0159513,,1430439245.390184,763090934.3742325,,,667348311.0159513,,,,667348311.0159513,763090934.3742325,,,,,,43434731.101344,,,255639.14440788908,,,,255639.14440788908,43434731.101344,,,,,
,30/04/2021,1619740800,764831899.5918431,,,710322500.0236192,,1475154399.6154623,764831899.5918431,,,710322500.0236192,,,,710322500.0236192,764831899.5918431,,,,,,45581335.052743,,,256161.26230719546,,,,256161.26230719546,45581335.052743,,,,,
,01/05/2021,1619827200,795092693.5415046,,,716599873.1114396,,1511692566.652944,795092693.5415046,,,716599873.1114396,,,,716599873.1114396,795092693.5415046,,,,,,47350704.542577,,,256989.21181434,,,,256989.21181434,47350704.542577,,,,,
,02/05/2021,1619913600,780588659.479408,,,730556772.6076733,,1511145432.0870814,780588659.479408,,,730556772.6076733,,,,730556772.6076733,780588659.479408,,,,,,47427795.906647,,,257949.75583027108,,,,257949.75583027108,47427795.906647,,,,,
,03/05/2021,1620000000,819532632.0513961,,,748420093.4224224,,1567952725.4738185,819532632.0513961,,,748420093.4224224,,,,748420093.4224224,819532632.0513961,,,,,,47516367.199689,,,258317.28419024427,,,,258317.28419024427,47516367.199689,,,,,
,04/05/2021,1620086400,892548331.3309461,,,823908713.0123625,,1716457044.3433084,892548331.3309461,,,823908713.0123625,,,,823908713.0123625,892548331.3309461,,,,,,47667495.295554,,,259207.16630546958,,,,259207.16630546958,47667495.295554,,,,,
,05/05/2021,1620172800,827609441.4680042,,,873318082.3124695,,1700927523.7804737,827609441.4680042,,,873318082.3124695,,,,873318082.3124695,827609441.4680042,,,,,,47780986.707881,,,259879.31654258005,,,,259879.31654258005,47780986.707881,,,,,
,06/05/2021,1620259200,837796943.7135961,,,926944691.7532642,,1764741635.4668603,837796943.7135961,,,926944691.7532642,,,,926944691.7532642,837796943.7135961,,,,,,47928104.107207,,,272680.3327621128,,,,272680.3327621128,47928104.107207,,,,,
,07/05/2021,1620345600,829581776.3548968,,,953302065.6117817,,1782883841.9666786,829581776.3548968,,,953302065.6117817,,,,953302065.6117817,829581776.3548968,,,,,,48312028.717232,,,275123.61969510134,,,,275123.61969510134,48312028.717232,,,,,
,08/05/2021,1620432000,798401362.7572441,,,1068599369.502829,,1867000732.2600732,798401362.7572441,,,1068599369.502829,,,,1068599369.502829,798401362.7572441,,,,,,48102932.752317,,,308427.9824966373,,,,308427.9824966373,48102932.752317,,,,,
,09/05/2021,1620518400,815262349.3958446,,,1166382682.20089,,1981645031.5967345,815262349.3958446,,,1166382682.20089,,,,1166382682.20089,815262349.3958446,,,,,,48194105.130309,,,327000.053846611,,,,327000.053846611,48194105.130309,,,,,
,10/05/2021,1620604800,832301717.9561391,,,1313104389.0360987,,2145406106.9922378,832301717.9561391,,,1313104389.0360987,,,,1313104389.0360987,832301717.9561391,,,,,,48241755.475056,,,333867.2378180642,,,,333867.2378180642,48241755.475056,,,,,
,11/05/2021,1620691200,829030501.4222811,,,1387293174.5825446,,2216323676.0048256,829030501.4222811,,,1387293174.5825446,,,,1387293174.5825446,829030501.4222811,,,,,,48064894.279237,,,335553.02706404455,,,,335553.02706404455,48064894.279237,,,,,
,12/05/2021,1620777600,775608983.598814,,,1349399574.6305227,,2125008558.2293367,775608983.598814,,,1349399574.6305227,,,,1349399574.6305227,775608983.598814,,,,,,48214126.502309,,,335949.93007791875,,,,335949.93007791875,48214126.502309,,,,,
,13/05/2021,1620864000,814324568.1429868,,,1447043988.037032,,2261368556.1800184,814324568.1429868,,,1447043988.037032,,,,1447043988.037032,814324568.1429868,,,,,,48318739.498505,,,336526.37996498164,,,,336526.37996498164,48318739.498505,,,,,
,14/05/2021,1620950400,802185206.545827,,,1392324939.425518,,2194510145.971345,802185206.545827,,,1392324939.425518,,,,1392324939.425518,802185206.545827,,,,,,48854153.870026,,,341461.1566812223,,,,341461.1566812223,48854153.870026,,,,,
,15/05/2021,1621036800,744290521.4448559,,,1264822899.8250432,,2009113421.2698991,744290521.4448559,,,1264822899.8250432,,,,1264822899.8250432,744290521.4448559,,,,,,49160536.423042,,,344579.2411180215,,,,344579.2411180215,49160536.423042,,,,,
,16/05/2021,1621123200,800132744.3621495,,,1244405438.1721535,,2044538182.534303,800132744.3621495,,,1244405438.1721535,,,,1244405438.1721535,800132744.3621495,,,,,,49148202.970648,,,346799.1277589008,,,,346799.1277589008,49148202.970648,,,,,
,17/05/2021,1621209600,736477698.9716117,,,1153151919.4638593,,1889629618.435471,736477698.9716117,,,1153151919.4638593,,,,1153151919.4638593,736477698.9716117,,,,,,49295696.04897,,,349209.2858244733,,,,349209.2858244733,49295696.04897,,,,,
,18/05/2021,1621296000,780304061.9932557,,,1193237928.699227,,1973541990.692483,780304061.9932557,,,1193237928.699227,,,,1193237928.699227,780304061.9932557,,,,,,49417610.005906,,,350676.9474263526,,,,350676.9474263526,49417610.005906,,,,,
,19/05/2021,1621382400,486805747.75486875,,,880044507.4510485,,1366850255.2059174,486805747.75486875,,,880044507.4510485,,,,880044507.4510485,486805747.75486875,,,,,,49928794.641525,,,351602.91154479655,,,,351602.91154479655,49928794.641525,,,,,
,20/05/2021,1621468800,528564480.64592564,,,975411319.9486501,,1503975800.594576,528564480.64592564,,,975411319.9486501,,,,975411319.9486501,528564480.64592564,,,,,,51366810.558399,,,352441.9601054532,,,,352441.9601054532,51366810.558399,,,,,
,21/05/2021,1621555200,395548809.7233226,,,813013716.5668708,,1197332029.0937738,395548809.7233226,,,,813013716.5668708,,,801783219.3704513,395548809.7233226,,,,,,51570900.876574,,,,353716.44713132136,,,353716.44713132136,51570900.876574,,,,,
,22/05/2021,1621641600,318695602.3523778,,,969448266.3246253,,1268520009.2069798,318695602.3523778,,,,969448266.3246253,,,949824406.8546021,318695602.3523778,,,,,,48287212.477633,,,,411229.2428755876,,,411229.2428755876,48287212.477633,,,,,
,23/05/2021,1621728000,213901926.98603538,,,866137323.8288256,,1089389749.186681,213901926.98603538,,,,866137323.8288256,,,875487822.2006456,213901926.98603538,,,,,,51050579.232944,,,,412279.4696569606,,,412279.4696569606,51050579.232944,,,,,
,24/05/2021,1621814400,338720688.475059,,,1086214962.3012252,,1436918532.7187488,338720688.475059,,,,1086214962.3012252,,,1098197844.2436898,338720688.475059,,,,,,51321316.435615,,,,416072.28966890316,,,416072.28966890316,51321316.435615,,,,,
,25/05/2021,1621900800,320506786.40935785,,,1138596649.4819553,,1457761756.189034,320506786.40935785,,,,1138596649.4819553,,,1137254969.7796762,320506786.40935785,,,,,,48414922.418332,,,,421911.856062622,,,421911.8560626219,48414922.418332,,,,,
,26/05/2021,1621987200,359243240.50834143,,,1193296825.5117693,,1572288635.29704,359243240.50834143,,,,1193296825.5117693,,,,359243240.50834143,1213045394.7886987,,,,,48743994.641566,,,,423153.4021197688,,,,48743994.641566,423153.4021197688,,,,
,27/05/2021,1622073600,328362060.4729318,,,1217940547.7272937,,1541603698.7498138,328362060.4729318,,,,1217940547.7272937,,,,328362060.4729318,1213241638.276882,,,,,49009262.757154,,,,441626.82804622944,,,,49009262.757154,441626.82804622944,,,,
,28/05/2021,1622160000,291849979.42821556,,,1066213473.4123257,,1369256784.5486147,291849979.42821556,,,,1066213473.4123257,,,,291849979.42821556,1077406805.1203992,,,,,49215848.13292,,,,442074.7120092235,,,,49215848.13292,442074.7120092235,,,,
,29/05/2021,1622246400,273690391.1942737,,,1005369859.0000293,,1284551120.097199,273690391.1942737,,,,1005369859.0000293,,,,273690391.1942737,1010860728.9029251,,,,,49852530.272181,,,,443169.48368811875,,,,49852530.272181,443169.48368811875,,,,
,30/05/2021,1622332800,310805025.0046518,,,1064601440.9024509,,1371812777.2011275,310805025.0046518,,,,1064601440.9024509,,,,310805025.0046518,1061007752.1964757,,,,,50049118.358237,,,,443665.2723426174,,,,50049118.358237,443665.2723426174,,,,
,31/05/2021,1622419200,349465013.77638316,,,1196393936.9347217,,1568761944.1667514,349465013.77638316,,,,1196393936.9347217,,,,349465013.77638316,1219296930.3903682,,,,,53272105.758595,,,,450935.0946179703,,,,53272105.758595,450935.0946179703,,,,
,01/06/2021,1622505600,345195756.10371614,,,1176532461.6402836,,1536235064.3691893,345195756.10371614,,,,1176532461.6402836,,,,345195756.10371614,1191039308.2654731,,,,,54967477.086579,,,,453338.95703716914,,,,54967477.086579,453338.95703716914,,,,
,02/06/2021,1622592000,380297763.50951827,,,1232608870.707405,,1614326124.4343305,380297763.50951827,,,,1232608870.707405,,,,380297763.50951827,1234028360.924812,,,,,55195611.539843,,,,454964.81327139906,,,,55195611.539843,454964.81327139906,,,,
,03/06/2021,1622678400,430520823.51852953,,,1298955687.3893042,,1740486738.4834661,430520823.51852953,,,,1298955687.3893042,,,,430520823.51852953,1309965914.9649365,,,,,55766946.051623,,,,456666.4278570062,,,,55766946.051623,456666.4278570062,,,,
,04/06/2021,1622764800,371228977.853744,,,1247754730.0139356,,1621178893.8831084,371228977.853744,,,,1247754730.0139356,,,,371228977.853744,1249949916.0293643,,,,,57024420.561251,,,,458285.18067402305,,,,57024420.561251,458285.1806740231,,,,
,05/06/2021,1622851200,347988118.2137736,,,1195771624.3882592,,1545877559.2035532,347988118.2137736,,,,1195771624.3882592,,,,347988118.2137736,1197889440.9897797,,,,,57423781.883461,,,,459396.225926367,,,,57423781.883461,459396.225926367,,,,
,06/06/2021,1622937600,359738820.14770746,,,1245377640.7044098,,1607248302.4184215,359738820.14770746,,,,1245377640.7044098,,,,359738820.14770746,1247509482.270714,,,,,57742988.787754,,,,460440.9430462741,,,,57742988.787754,460440.9430462741,,,,
,07/06/2021,1623024000,324501132.17258066,,,1214695510.7949908,,1528425925.6320088,324501132.17258066,,,,1214695510.7949908,,,,324501132.17258066,1203924793.459428,,,,,58680132.400105,,,,462461.02771844505,,,,58680132.400105,462461.02771844505,,,,
,08/06/2021,1623110400,338679472.707359,,,1173278233.8451977,,1509199946.7404995,338679472.707359,,,,1173278233.8451977,,,,338679472.707359,1170520474.0331404,,,,,60156211.848554,,,,464269.32862916635,,,,60156211.848554,464269.32862916635,,,,
,09/06/2021,1623196800,370195498.1998766,,,1224147690.4182975,,1597842348.239189,370195498.1998766,,,,1224147690.4182975,,,,370195498.1998766,1227646850.0393124,,,,,61392288.258686,,,,469056.24946578394,,,,61392288.258686,469056.24946578394,,,,
,10/06/2021,1623283200,376123526.27173775,,,1176446399.7219307,,1552872592.655976,376123526.27173775,,,,1176446399.7219307,,,,376123526.27173775,1176749066.3842382,,,,,62169177.896155,,,,472916.65985509596,,,,62169177.896155,472916.65985509596,,,,
,11/06/2021,1623369600,348704338.8061977,,,1143952970.648189,,1491923061.8079069,348704338.8061977,,,,1143952970.648189,,,,348704338.8061977,1143218723.0017092,,,,,63171075.870688,,,,486256.7195229851,,,,63171075.870688,486256.7195229851,,,,
,12/06/2021,1623456000,351812422.6244838,,,1187686476.6090906,,1532641243.9615371,351812422.6244838,,,,1187686476.6090906,,,,351812422.6244838,1180828821.3370533,,,,,64082408.49262,,,,495137.5647680371,,,,64082408.49262,495137.5647680371,,,,
,13/06/2021,1623542400,396067401.7374531,,,1246225479.1176112,,1645056229.2569966,396067401.7374531,,,,1246225479.1176112,,,,396067401.7374531,1248988827.5195434,,,,,65357657.052385,,,,496112.8190183088,,,,65357657.052385,496112.8190183088,,,,
,14/06/2021,1623628800,411167251.08264005,,,1282552623.0394032,,1699800875.9364467,411167251.08264005,,,,1282552623.0394032,,,,411167251.08264005,1288633624.8538067,,,,,65892187.6735,,,,498851.66648103396,,,,65892187.6735,498851.6664810339,,,,
,15/06/2021,1623715200,443138448.29118514,,,1282430559.2482445,,1727769757.3576977,443138448.29118514,,,,1282430559.2482445,,,,443138448.29118514,1284631309.0665126,,,,,66537304.548226,,,,501309.75359173963,,,,66537304.548226,501309.7535917397,,,,
,16/06/2021,1623801600,412593966.6223206,,,1228502335.0914896,,1643680666.8016346,412593966.6223206,,,,1228502335.0914896,,,,412593966.6223206,1231086700.179314,,,,,66979540.036091,,,,518948.8128161271,,,,66979540.036091,518948.81281612715,,,,
,17/06/2021,1623888000,414083908.793441,,,1231827889.6417577,,1655355907.8615317,414083908.793441,,,,1231827889.6417577,,,,414083908.793441,1241271999.0680907,,,,,67221413.765169,,,,521485.8877047426,,,,67221413.765169,521485.8877047426,,,,
,18/06/2021,1623974400,404724593.7877835,,,1160594924.7638187,,1575760556.0581665,404724593.7877835,,,,1160594924.7638187,,,,404724593.7877835,1171035962.2703831,,,,,68365640.842531,,,,523885.4744889402,,,,68365640.842531,523885.4744889402,,,,
,19/06/2021,1624060800,397012832.21424955,,,1159327478.0301373,,1553281987.0905604,397012832.21424955,,,,1159327478.0301373,,,,397012832.21424955,1156269154.8763108,,,,,68925838.926085,,,,530958.880872623,,,,68925838.926085,530958.880872623,,,,
,20/06/2021,1624147200,407916775.22599715,,,1199839211.0257134,,1607527078.3858347,407916775.22599715,,,,1199839211.0257134,,,,407916775.22599715,1199610303.1598375,,,,,69491784.535945,,,,532343.874130705,,,,69491784.535945,532343.8741307051,,,,
,21/06/2021,1624233600,340974523.74030095,,,1013983713.5248909,,1354610799.514116,340974523.74030095,,,,1013983713.5248909,,,,340974523.74030095,1013636275.773815,,,,,70449281.764525,,,,534519.6170400057,,,,70449281.764525,534519.6170400059,,,,
,22/06/2021,1624320000,343080870.12208617,,,1013470164.964117,,1350497871.9005487,343080870.12208617,,,,1013470164.964117,,,,343080870.12208617,1007417001.7784625,,,,,73307878.231215,,,,536627.9419906476,,,,73307878.231215,536627.9419906476,,,,
,23/06/2021,1624406400,383609961.797244,,,1045401091.2136979,,1441034258.822805,383609961.797244,,,,1045401091.2136979,,,,383609961.797244,1057424297.025561,,,,,73771146.49947,,,,537229.9290376728,,,,73771146.49947,537229.9290376728,,,,
,24/06/2021,1624492800,401852021.51343364,,,1069168285.04755,,1470998790.6573162,401852021.51343364,,,,1069168285.04755,,,,401852021.51343364,1069146769.1438825,,,,,74005897.147962,,,,537897.5916885766,,,,74005897.147962,537897.5916885766,,,,
,25/06/2021,1624579200,383275545.1734284,,,980698030.0318108,,1372761056.867158,383275545.1734284,,,,980698030.0318108,,,,383275545.1734284,989485511.6937296,,,,,74278206.428959,,,,538448.6312450233,,,,74278206.428959,538448.6312450233,,,,
,26/06/2021,1624665600,387135462.8677006,,,970209020.9606359,,1362958264.4319022,387135462.8677006,,,,970209020.9606359,,,,387133958.640394,975824305.7915082,,,,,74592574.733661,,,,539412.5678071409,,,,74592284.90181,539412.5678071409,,,,
