Date,Stader-TVL-total,market_cap
2023-11-13,225500895.4,27370681.18263682
2023-11-14,217259654.5,26571590.11240334
2023-11-15,222500097.7,25157207.303097945
2023-11-16,226518792.6,25217150.1068746
2023-11-17,213841592.9,24427833.878008053
2023-11-18,213476908.6,24318009.57950202
2023-11-19,212356258,23621589.06718057
2023-11-20,216539786.7,23787660.906924568
2023-11-21,215290798.3,23397232.633929186
2023-11-22,198632841,23412491.2211513
2023-11-23,210614586.6,23546621.039387964
2023-11-24,207465139.1,23455240.667435173
2023-11-25,207622766.4,23766906.792201728
2023-11-26,213703299,22350833.455191266
2023-11-27,215055364.8,22461372.868044965
2023-11-28,211155587.5,22555569.618539505
2023-11-29,212309865.1,21652883.810062367
2023-11-30,212645284.8,21312091.50828757
2023-12-01,212346384.3,20941484.88043061
2023-12-02,218886877.7,20468462.875323445
2023-12-03,225758487.6,20388909.338905964
2023-12-04,225729606.4,20267722.62373809
2023-12-05,228857873.9,21023254.07438065
2023-12-06,235491396.1,22364082.73710949
2023-12-07,231317104.9,21580844.507835217
2023-12-08,239222395.1,23423839.223205622
2023-12-09,250114733.2,23920361.08847381
2023-12-10,247619547.6,23701974.4722394
2023-12-11,251836068.1,23416664.79386674
2023-12-12,236373969.3,22672786.75363919
2023-12-13,242475143.7,22578019.898438543
2023-12-14,247183086.1,21162488.747284617
2023-12-15,254421079.8,21200374.82407208
2023-12-16,238938481.6,20586139.620043136
2023-12-17,241878722.8,20522813.83971077
2023-12-18,236108840.8,20458658.497420907
2023-12-19,238385643.1,21676096.91065426
2023-12-20,245729925.3,23563962.35751357
2023-12-21,253338482.5,24364598.678292178
2023-12-22,271394188.4,24841122.61667177
2023-12-23,288544900.7,25188301.33881048
2023-12-24,296311338.3,25066781.77512919
2023-12-25,293379801.9,25163630.11764936
2023-12-26,302202772.2,25533245.211241983
2023-12-27,316696597.9,25539514.24544189
2023-12-28,334431151.6,28615087.947208848
2023-12-29,331056610.3,32328889.55393413
2023-12-30,328481378.5,35976805.847223565
2023-12-31,328804935.5,36491164.10693999
2024-01-01,330352265.7,36146623.01376027
2024-01-02,344582870.6,37631204.2756322
2024-01-03,345574426.5,38426577.68372857
2024-01-04,318756083,37779826.52007753
2024-01-05,326940924.7,43787240.91595246
2024-01-06,322976013.3,44051544.15714558
2024-01-07,315683978.5,41916772.62510688
2024-01-08,307940891.5,39619943.23581417
2024-01-09,320975740.4,38588665.65098311
2024-01-10,323137109.9,38762888.43467475
2024-01-11,354162669.3,42158663.36971748
2024-01-12,359026109.3,43941527.08810785
2024-01-13,344260903,41190544.07325747
2024-01-14,351233969.6,45257471.77929352
2024-01-15,341114906.9,44906085.20656615
2024-01-16,345087203.5,43808883.09976451
2024-01-17,351235216.2,43518685.93041069
2024-01-18,341116784.7,42403117.107627645
2024-01-19,332260671.4,41373483.862920135
2024-01-20,334978632,39365529.023083866
2024-01-21,339972838.3,37735277.10324292
2024-01-22,341450683.6,37937931.84175036
2024-01-23,324730568.4,36178094.44026679
2024-01-24,314210166.9,34886833.81214148
2024-01-25,318274537.2,35044665.175447926
2024-01-26,319319866.1,39175467.2359886
2024-01-27,346320233,39563368.55366352
2024-01-28,351202057.9,39727988.33461687
2024-01-29,355540946.6,40963670.35523602
2024-01-30,366320604.5,42189386.06862592
2024-01-31,385031482.2,43725831.4455936
2024-02-01,379468874.8,43662738.63254134
2024-02-02,384995046,43106461.60871606
2024-02-03,391615029.1,42875757.86552454
2024-02-04,392040874.2,42396971.76396983
2024-02-05,393592468.9,41835341.26387734
2024-02-06,400130897.1,41833888.27141956
2024-02-07,421765197.2,41360506.94967823
2024-02-08,439426858.1,41445593.93910531
2024-02-09,448361478.5,40650607.89298391
2024-02-10,485314034.1,39266299.063512295
2024-02-11,495116644.2,38742522.702090666
2024-02-12,494341137.1,39797194.059708536
2024-02-13,520583530.9,38506374.20521303
2024-02-14,508937512.3,37939448.1144664
2024-02-15,534323290.5,35981899.00671836
2024-02-16,543670900,36565969.01176577
2024-02-17,550555955.2,35060880.55818449
2024-02-18,545963611.7,34658576.1396358
2024-02-19,571644870.6,35037526.95910357
2024-02-20,590661819.1,35489600.24811894
2024-02-21,601300874.4,35410060.59827719
2024-02-22,584837834.9,35343657.97142203
2024-02-23,602030170.9,36895549.82549413
2024-02-24,590011106,38684601.94338373
2024-02-25,596803431.8,38805174.98348605
2024-02-26,615967922.5,39110132.76815763
2024-02-27,634192684.6,40458682.49115798
2024-02-28,639523393.6,39179909.90695229
2024-02-29,655980438.1,39721275.29129037
2024-03-01,650361769.9,39015985.28037429
2024-03-02,668817937.6,40092996.119950905
2024-03-03,674126273.2,40580630.20617376
2024-03-04,685990024.4,41231936.832278594
2024-03-05,712190907.7,40829900.81492962
2024-03-06,686019054.1,40880828.46217994
2024-03-07,745717146.6,41642187.03656764
2024-03-08,754859593.9,42446517.85273596
2024-03-09,756515376.5,41518113.6396784
2024-03-10,764438345.9,41937985.99978972
2024-03-11,771169480.2,41240174.05011415
2024-03-12,797795597.9,42497194.13397301
2024-03-13,778410725.3,42323922.54946144
